2,     0.0000
4,     0.0000
8,     0.0000
16,     0.0000
32,     0.0000
64,     0.0000
128,     0.0010
256,     0.0020
512,     0.0060
1024,     0.0250
2048,     0.0960
4096,     0.3660
8192,     1.4720
16384,     5.7690
32768,    23.3547
65536,    93.8354
131072,   396.4848
