2,     0.0000
4,     0.0000
8,     0.0000
16,     0.0000
32,     0.0000
64,     0.0000
128,     0.0010
256,     0.0000
512,     0.0010
1024,     0.0010
2048,     0.0010
4096,     0.0020
8192,     0.0050
16384,     0.0100
32768,     0.0190
65536,     0.0380
131072,     0.0760
262144,     0.1570
524288,     0.3051
1048576,     0.6218
2097152,     1.2348
4194304,     2.4724
8388608,     4.8882
16777216,     9.7011
33554432,    19.9805
