2,     0.0000
4,     0.0000
8,     0.0000
16,     0.0000
32,     0.0000
64,     0.0010
128,     0.0040
256,     0.0160
512,     0.0680
1024,     0.2771
2048,     1.1251
4096,     4.4880
8192,    18.1231
16384,    73.2076
32768,   319.4171
