2,     0.0000
4,     0.0000
8,     0.0000
16,     0.0000
32,     0.0000
64,     0.0000
128,     0.0000
256,     0.0000
512,     0.0000
1024,     0.0000
2048,     0.0010
4096,     0.0010
8192,     0.0020
16384,     0.0040
32768,     0.0170
65536,     0.0360
131072,     0.0810
262144,     0.1800
524288,     0.4056
1048576,     0.9332
2097152,     2.2290
4194304,     4.9231
8388608,    11.3767
16777216,    24.6563
